"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator"
"Disability Living Allowance (care component) by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1478","K02000001","ONS geography code","All","All","All","All","6","866"
"Disability Living Allowance (mobility component) by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1479","K02000001","ONS geography code","All","All","All","All","5","866"
"Employment and Support Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1480","K02000001","ONS geography code","All","All","All","All","2","866"
"Housing Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1481","K02000001","ONS geography code","All","All","All","All","11","866"
"Incapacity Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1482","K02000001","ONS geography code","All","All","All","All","-","866"
"Income Support by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1483","K02000001","ONS geography code","All","All","All","All","4","866"
"Industrial Injuries Disablement Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1484","K02000001","ONS geography code","All","All","All","All","-","866"
"Jobseeker's Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1485","K02000001","ONS geography code","All","All","All","All","4","866"
"On any income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1486","K02000001","ONS geography code","All","All","All","All","23","866"
"On any non-income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1487","K02000001","ONS geography code","All","All","All","All","46","866"
"Pension Credit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1488","K02000001","ONS geography code","All","All","All","All","3","866"
"Severe Disablement Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1489","K02000001","ONS geography code","All","All","All","All","0","866"
"State Pension by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1490","K02000001","ONS geography code","All","All","All","All","7","866"
"Widow's Benefits by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1491","K02000001","ONS geography code","All","All","All","All","-","866"
"Working Tax Credit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 2011 5+1492","K02000001","ONS geography code","All","All","All","All","14","866"
"All in receipt of benefit by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1493","K02000001","ONS geography code","All","All","All","All","57","63103"
"All in receipt of state support by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1494","K02000001","ONS geography code","All","All","All","All","58","63103"
"All in receipt of Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1495","K02000001","ONS geography code","All","All","All","All","10","63103"
"Armed Forces Compensation Scheme by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1496","K02000001","ONS geography code","All","All","All","All","-","63103"
"Attendance Allowance by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1497","K02000001","ONS geography code","All","All","All","All","2","63103"
"Carer's Allowance by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1498","K02000001","ONS geography code","All","All","All","All","2","63103"
"Child Benefit by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1499","K02000001","ONS geography code","All","All","All","All","19","63103"
"Child Tax Credit by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1500","K02000001","ONS geography code","All","All","All","All","9","63103"
"Council Tax Reduction by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1501","K02000001","ONS geography code","All","All","All","All","14","63103"
"Disability Living Allowance (care component) by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1502","K02000001","ONS geography code","All","All","All","All","7","63103"
"Disability Living Allowance (mobility component) by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1503","K02000001","ONS geography code","All","All","All","All","6","63103"
"Employment and Support Allowance by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1504","K02000001","ONS geography code","All","All","All","All","4","63103"
"Housing Benefit by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1505","K02000001","ONS geography code","All","All","All","All","12","63103"
"Incapacity Benefit by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1506","K02000001","ONS geography code","All","All","All","All","-","63103"
"Income Support by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1507","K02000001","ONS geography code","All","All","All","All","3","63103"
"Industrial Injuries Disablement Benefit by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1508","K02000001","ONS geography code","All","All","All","All","1","63103"
"Jobseeker's Allowance by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1509","K02000001","ONS geography code","All","All","All","All","2","63103"
"On any income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1510","K02000001","ONS geography code","All","All","All","All","19","63103"
"On any non-income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1511","K02000001","ONS geography code","All","All","All","All","54","63103"
"Pension Credit by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1512","K02000001","ONS geography code","All","All","All","All","5","63103"
"Severe Disablement Allowance by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1513","K02000001","ONS geography code","All","All","All","All","-","63103"
"State Pension by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1514","K02000001","ONS geography code","All","All","All","All","27","63103"
"Widow's Benefits by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1515","K02000001","ONS geography code","All","All","All","All","-","63103"
"Working Tax Credit by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 2011 5+1516","K02000001","ONS geography code","All","All","All","All","5","63103"
"All in receipt of benefit by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1517","K02000001","ONS geography code","All","All","All","All","58","60182"
"All in receipt of state support by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1518","K02000001","ONS geography code","All","All","All","All","59","60182"
"All in receipt of Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1519","K02000001","ONS geography code","All","All","All","All","10","60182"
"Armed Forces Compensation Scheme by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1520","K02000001","ONS geography code","All","All","All","All","-","60182"
"Attendance Allowance by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1521","K02000001","ONS geography code","All","All","All","All","2","60182"
"Carer's Allowance by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1522","K02000001","ONS geography code","All","All","All","All","2","60182"
"Child Benefit by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1523","K02000001","ONS geography code","All","All","All","All","19","60182"
"Child Tax Credit by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1524","K02000001","ONS geography code","All","All","All","All","9","60182"
"Council Tax Reduction by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1525","K02000001","ONS geography code","All","All","All","All","14","60182"
"Disability Living Allowance (care component) by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1526","K02000001","ONS geography code","All","All","All","All","7","60182"
"Disability Living Allowance (mobility component) by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1527","K02000001","ONS geography code","All","All","All","All","7","60182"
"Employment and Support Allowance by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1528","K02000001","ONS geography code","All","All","All","All","4","60182"
"Housing Benefit by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1529","K02000001","ONS geography code","All","All","All","All","12","60182"
"Incapacity Benefit by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1530","K02000001","ONS geography code","All","All","All","All","-","60182"
"Income Support by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1531","K02000001","ONS geography code","All","All","All","All","3","60182"
"Industrial Injuries Disablement Benefit by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1532","K02000001","ONS geography code","All","All","All","All","1","60182"
"Jobseeker's Allowance by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1533","K02000001","ONS geography code","All","All","All","All","2","60182"
"On any income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1534","K02000001","ONS geography code","All","All","All","All","19","60182"
"On any non-income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1535","K02000001","ONS geography code","All","All","All","All","55","60182"
"Pension Credit by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1536","K02000001","ONS geography code","All","All","All","All","5","60182"
"Severe Disablement Allowance by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1537","K02000001","ONS geography code","All","All","All","All","-","60182"
"State Pension by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1538","K02000001","ONS geography code","All","All","All","All","28","60182"
"Widow's Benefits by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 2011 5+1539","K02000001","ONS geography code","All","All","All","All","-","60182"
