"Measure","Time","Time_type","Ethnicity ","Ethnicity_type","Value","Value_type","Denominator"
"Personal Independence Payment (mobility component) by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","0","%","617"
"Industrial Injuries Disablement Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","0","%","617"
"Armed Forces Compensation Scheme by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","0","%","617"
"All in receipt of state support by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","48","%","3,208"
"All in receipt of benefit by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","47","%","3,208"
"All in receipt of Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","16","%","3,208"
"On any income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","18","%","3,208"
"On any non-income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","43","%","3,208"
"Child Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","27","%","3,208"
"Working Tax Credit by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","9","%","3,208"
"Child Tax Credit by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","15","%","3,208"
"Income Support by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","3","%","3,208"
"Housing Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","10","%","3,208"
"Pension Credit by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","3","%","3,208"
"Council Tax Reduction by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","12","%","3,208"
"Jobseeker's Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","3","%","3,208"
"Employment and Support Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","2","%","3,208"
"State Pension by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","9","%","3,208"
"Widow's Benefits by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","-","%","3,208"
"Incapacity Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","-","%","3,208"
"Severe Disablement Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","-","%","3,208"
"Attendance Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","1","%","3,208"
"Carer's Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","1","%","3,208"
"Disability Living Allowance (care component) by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","4","%","3,208"
"Disability Living Allowance (mobility component) by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","4","%","3,208"
"Personal Independence Payment (daily living component) by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","0","%","3,208"
"Personal Independence Payment (mobility component) by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","0","%","3,208"
"Industrial Injuries Disablement Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","-","%","3,208"
"Armed Forces Compensation Scheme by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","-","%","3,208"
"All in receipt of state support by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","46","%","1,299"
"All in receipt of benefit by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","45","%","1,299"
"All in receipt of Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","9","%","1,299"
"On any income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","13","%","1,299"
"On any non-income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","43","%","1,299"
"Child Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","23","%","1,299"
"Working Tax Credit by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","5","%","1,299"
"Child Tax Credit by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","8","%","1,299"
"Income Support by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","2","%","1,299"
"Housing Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","6","%","1,299"
"Pension Credit by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","4","%","1,299"
"Council Tax Reduction by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","9","%","1,299"
"Jobseeker's Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","2","%","1,299"
"Employment and Support Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","2","%","1,299"
"State Pension by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","13","%","1,299"
"Widow's Benefits by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","-","%","1,299"
"Incapacity Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","-","%","1,299"
"Severe Disablement Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","-","%","1,299"
"Attendance Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","1","%","1,299"
"Carer's Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","1","%","1,299"
"Disability Living Allowance (care component) by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","4","%","1,299"
"Disability Living Allowance (mobility component) by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","4","%","1,299"
"Personal Independence Payment (daily living component) by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","0","%","1,299"
"Personal Independence Payment (mobility component) by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","0","%","1,299"
"Industrial Injuries Disablement Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","-","%","1,299"
"Armed Forces Compensation Scheme by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","0","%","1,299"
"All in receipt of state support by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","53","%","866"
"All in receipt of benefit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","53","%","866"
"All in receipt of Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","25","%","866"
"On any income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","23","%","866"
"On any non-income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","46","%","866"
"Child Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","32","%","866"
"Working Tax Credit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","14","%","866"
"Child Tax Credit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","24","%","866"
"Income Support by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","4","%","866"
"Housing Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","11","%","866"
"Pension Credit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","3","%","866"
"Council Tax Reduction by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","15","%","866"
"Jobseeker's Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","4","%","866"
"Employment and Support Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","2","%","866"
"State Pension by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","7","%","866"
"Widow's Benefits by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","-","%","866"
"Incapacity Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","-","%","866"
"Severe Disablement Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","0","%","866"
"Attendance Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","1","%","866"
"Carer's Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","2","%","866"
"Disability Living Allowance (care component) by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","6","%","866"
"Disability Living Allowance (mobility component) by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","5","%","866"
"Personal Independence Payment (daily living component) by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","0","%","866"
"Personal Independence Payment (mobility component) by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","0","%","866"
"Industrial Injuries Disablement Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","-","%","866"
"Armed Forces Compensation Scheme by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","-","%","866"
"All in receipt of state support by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","56","%","313"
"All in receipt of benefit by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","55","%","313"
"All in receipt of Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","30","%","313"
"On any income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","32","%","313"
"On any non-income-related benefit by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","48","%","313"
"Child Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","35","%","313"
"Working Tax Credit by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","16","%","313"
"Child Tax Credit by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","29","%","313"
"Income Support by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","5","%","313"
"Housing Benefit by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","23","%","313"
"Pension Credit by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","2","%","313"
"Council Tax Reduction by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","23","%","313"
"Jobseeker's Allowance by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","3","%","313"
