"Table 3: Employment by occupation and ethnicity","","","","","","","","","","",""
"United Kingdom 2004 - 2018","","","","","","","","","","",""
"","","","","","","","","","","",""
"Measure","Time","Time_type","Ethnicity","Occupation","Occupation_Type","Value","Value_type","Denominator","Numerator","CI","Notes"
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Asian","8  'Process, Plant And Machine Operatives'","SOC 2010","8","%","1833000","150900","3.42",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Asian","9  'Elementary Occupations'","SOC 2010","12","%","1833000","214100","3.44",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black","1  'Managers, Directors And Senior Officials'","SOC 2010","6","%","752500","44300","5.81",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black","2  'Professional Occupations'","SOC 2010","20","%","752500","149000","5.17",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black","3  'Associate Professional And Technical Occupations'","SOC 2010","12","%","752500","89500","5.83",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black","4  'Administrative And Secretarial Occupations'","SOC 2010","10","%","752500","76900","5.92",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black","5  'Skilled Trades Occupations'","SOC 2010","6","%","752500","42100","5.98",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black","6  'Caring, Leisure And Other Service Occupations'","SOC 2010","17","%","752500","127100","5.39",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black","7  'Sales And Customer Service Occupations'","SOC 2010","9","%","752500","65600","5.97",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black","8  'Process, Plant And Machine Operatives'","SOC 2010","6","%","752500","42400","5.88",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black","9  'Elementary Occupations'","SOC 2010","15","%","752500","115700","5.47",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","1  'Managers, Directors And Senior Officials'","SOC 2010","11","%","802400","90000","5.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","2  'Professional Occupations'","SOC 2010","32","%","802400","254600","4.56",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","3  'Associate Professional And Technical Occupations'","SOC 2010","12","%","802400","99200","5.32",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","4  'Administrative And Secretarial Occupations'","SOC 2010","10","%","802400","81900","5.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","5  'Skilled Trades Occupations'","SOC 2010","5","%","802400","38000","5.37",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","6  'Caring, Leisure And Other Service Occupations'","SOC 2010","7","%","802400","53000","5.14",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","7  'Sales And Customer Service Occupations'","SOC 2010","9","%","802400","74600","5.16",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","8  'Process, Plant And Machine Operatives'","SOC 2010","5","%","802400","41800","5",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","9  'Elementary Occupations'","SOC 2010","9","%","802400","69400","5.08",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Mixed","1  'Managers, Directors And Senior Officials'","SOC 2010","7","%","293100","20800","7.4",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Mixed","2  'Professional Occupations'","SOC 2010","21","%","293100","62500","6.97",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Mixed","3  'Associate Professional And Technical Occupations'","SOC 2010","19","%","293100","56800","7.45",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Mixed","4  'Administrative And Secretarial Occupations'","SOC 2010","12","%","293100","34800","7.48",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Mixed","5  'Skilled Trades Occupations'","SOC 2010","7","%","293100","19800","7.42",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Mixed","6  'Caring, Leisure And Other Service Occupations'","SOC 2010","10","%","293100","28600","7.35",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Mixed","7  'Sales And Customer Service Occupations'","SOC 2010","11","%","293100","32000","7.5",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Mixed","8  'Process, Plant And Machine Operatives'","SOC 2010","3","%","293100","8800","6.98",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Mixed","9  'Elementary Occupations'","SOC 2010","10","%","293100","28900","7.59",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Asian Other","1  'Managers, Directors And Senior Officials'","SOC 2010","8","%","453000","38100","7.03",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Asian Other","2  'Professional Occupations'","SOC 2010","25","%","453000","111800","6.59",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Asian Other","3  'Associate Professional And Technical Occupations'","SOC 2010","10","%","453000","44200","7.44",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Asian Other","4  'Administrative And Secretarial Occupations'","SOC 2010","8","%","453000","34400","7.45",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Asian Other","5  'Skilled Trades Occupations'","SOC 2010","8","%","453000","37300","7.43",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Asian Other","6  'Caring, Leisure And Other Service Occupations'","SOC 2010","11","%","453000","50800","6.91",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Asian Other","7  'Sales And Customer Service Occupations'","SOC 2010","9","%","453000","41500","7.35",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Asian Other","8  'Process, Plant And Machine Operatives'","SOC 2010","6","%","453000","27800","7.25",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Asian Other","9  'Elementary Occupations'","SOC 2010","15","%","453000","67200","6.87",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","1  'Managers, Directors And Senior Officials'","SOC 2010","9","%","424300","38200","7.15",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","2  'Professional Occupations'","SOC 2010","20","%","424300","85600","6.62",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","3  'Associate Professional And Technical Occupations'","SOC 2010","12","%","424300","51600","7.32",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","4  'Administrative And Secretarial Occupations'","SOC 2010","8","%","424300","32500","7.6",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","5  'Skilled Trades Occupations'","SOC 2010","8","%","424300","35000","7.47",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","6  'Caring, Leisure And Other Service Occupations'","SOC 2010","10","%","424300","42700","6.94",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","7  'Sales And Customer Service Occupations'","SOC 2010","8","%","424300","34200","7.57",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","8  'Process, Plant And Machine Operatives'","SOC 2010","8","%","424300","32500","7.36",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","9  'Elementary Occupations'","SOC 2010","17","%","424300","72000","7.32",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani, Bangladeshi","1  'Managers, Directors And Senior Officials'","SOC 2010","10","%","577600","54600","6.07",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani, Bangladeshi","2  'Professional Occupations'","SOC 2010","17","%","577600","97700","6.12",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani, Bangladeshi","3  'Associate Professional And Technical Occupations'","SOC 2010","10","%","577600","55000","6.63",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani, Bangladeshi","4  'Administrative And Secretarial Occupations'","SOC 2010","8","%","577600","43900","6.5",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani, Bangladeshi","5  'Skilled Trades Occupations'","SOC 2010","8","%","577600","44200","6.22",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani, Bangladeshi","6  'Caring, Leisure And Other Service Occupations'","SOC 2010","7","%","577600","40000","6.16",""
