"Measure","Time","Time_type","Ethnicity","Occupation","Occupation_Type","Value","Value_type","Denominator","Numerator","CI","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed/Multiple ethnic groups","Skilled Trades Occupations","SOC 2010","7.3","%","272600","19800","8.08","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed/Multiple ethnic groups","Caring, Leisure And Other Service Occupations","SOC 2010","10.0","%","272600","27200","7.66","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed/Multiple ethnic groups","Sales And Customer Service Occupations","SOC 2010","11.3","%","272600","30700","7.49","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed/Multiple ethnic groups","Process, Plant And Machine Operatives","SOC 2010","3.5","%","272600","9500","7.71","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed/Multiple ethnic groups","Elementary Occupations","SOC 2010","11.3","%","272600","30900","7.82","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other Asian (inc. Chinese)","Managers, Directors And Senior Officials","SOC 2010","9.0","%","423900","38100","7.54","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other Asian (inc. Chinese)","Professional Occupations","SOC 2010","25.4","%","423900","107600","6.82","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other Asian (inc. Chinese)","Associate Professional And Technical Occupations","SOC 2010","11.6","%","423900","49200","7.49","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other Asian (inc. Chinese)","Administrative And Secretarial Occupations","SOC 2010","8.5","%","423900","35900","7.57","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other Asian (inc. Chinese)","Skilled Trades Occupations","SOC 2010","5.9","%","423900","25000","7.09","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other Asian (inc. Chinese)","Caring, Leisure And Other Service Occupations","SOC 2010","9.6","%","423900","40800","7.15","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other Asian (inc. Chinese)","Sales And Customer Service Occupations","SOC 2010","10.6","%","423900","45000","7.72","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other Asian (inc. Chinese)","Process, Plant And Machine Operatives","SOC 2010","6.0","%","423900","25600","7.75","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other Asian (inc. Chinese)","Elementary Occupations","SOC 2010","13.4","%","423900","56700","7.04","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other ethnic group","Managers, Directors And Senior Officials","SOC 2010","9.8","%","400700","39100","7.18","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other ethnic group","Professional Occupations","SOC 2010","20.4","%","400700","81700","6.89","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other ethnic group","Associate Professional And Technical Occupations","SOC 2010","11.3","%","400700","45400","7.41","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other ethnic group","Administrative And Secretarial Occupations","SOC 2010","6.4","%","400700","25800","7.47","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other ethnic group","Skilled Trades Occupations","SOC 2010","8.8","%","400700","35200","7.68","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other ethnic group","Caring, Leisure And Other Service Occupations","SOC 2010","10.8","%","400700","43200","7.19","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other ethnic group","Sales And Customer Service Occupations","SOC 2010","8.7","%","400700","34700","7.84","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other ethnic group","Process, Plant And Machine Operatives","SOC 2010","6.7","%","400700","27000","7.52","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other ethnic group","Elementary Occupations","SOC 2010","17.2","%","400700","68800","7.20","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/ Bangladeshi","Managers, Directors And Senior Officials","SOC 2010","10.0","%","528800","53000","6.38","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/ Bangladeshi","Professional Occupations","SOC 2010","14.9","%","528800","78900","6.21","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/ Bangladeshi","Associate Professional And Technical Occupations","SOC 2010","7.9","%","528800","41600","6.51","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/ Bangladeshi","Administrative And Secretarial Occupations","SOC 2010","10.1","%","528800","53300","6.85","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/ Bangladeshi","Skilled Trades Occupations","SOC 2010","8.0","%","528800","42300","6.62","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/ Bangladeshi","Caring, Leisure And Other Service Occupations","SOC 2010","6.3","%","528800","33200","6.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/ Bangladeshi","Sales And Customer Service Occupations","SOC 2010","13.9","%","528800","73300","6.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/ Bangladeshi","Process, Plant And Machine Operatives","SOC 2010","14.6","%","528800","77400","6.31","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/ Bangladeshi","Elementary Occupations","SOC 2010","14.3","%","528800","75800","6.56","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","Managers, Directors And Senior Officials","SOC 2010","10.4","%","26606400","2763300","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","Professional Occupations","SOC 2010","19.4","%","26606400","5152300","0.73","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","Associate Professional And Technical Occupations","SOC 2010","14.2","%","26606400","3782700","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","Administrative And Secretarial Occupations","SOC 2010","11.1","%","26606400","2956500","0.74","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","Skilled Trades Occupations","SOC 2010","11.2","%","26606400","2986700","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","Caring, Leisure And Other Service Occupations","SOC 2010","9.1","%","26606400","2430900","0.75","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","Sales And Customer Service Occupations","SOC 2010","7.7","%","26606400","2048500","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","Process, Plant And Machine Operatives","SOC 2010","6.3","%","26606400","1667800","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","Elementary Occupations","SOC 2010","10.6","%","26606400","2817800","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White British","Managers, Directors And Senior Officials","SOC 2010","10.5","%","24261400","2536200","0.80","","","","","","",""
