"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Denominator","Numerator"
"Average Attainment 8 score","Black Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","47.4","4258","201725.51"
"Average Attainment 8 score","Black Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","42.2","1073","45319.75"
"Average Attainment 8 score","Black Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","49.1","3185","156405.76"
"Average Attainment 8 score","Black Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","42.7","2214","94538.01"
"Average Attainment 8 score","Black Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","36.9","577","21266"
"Average Attainment 8 score","Black Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","44.8","1637","73272.01"
"Average Attainment 8 score","Black Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","52.4","2044","107187.5"
"Average Attainment 8 score","Black Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","48.5","496","24053.75"
"Average Attainment 8 score","Black Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","53.7","1548","83133.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Academies and free schools","All","69","1489","102716.16"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","No SEN","All","All","All state-funded","All","69.1","1839","127032.54"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","67.6","1959","132440.54"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","All state-funded","All","45.1","120","5408"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","No identified SEN","All","All state-funded","All","69.1","1839","127032.54"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","All state-funded","All","30.4","42","1275"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Converter Academies","All","70.9","1162","82383.91"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","60.8","31","1884.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","65.5","449","29389.88"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","62.8","287","18022.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","68.2","1942","132419.54"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","61.9","112","6928.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in other areas","State-funded mainstream","All","65.5","1467","96143.4"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","80.8","363","29347.89"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","1.2","17","21"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","!","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","44.5","8","355.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Church of England","68.8","158","10876.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Jewish","!","3","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","!","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","No religious character","67.8","1555","105438.54"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Other Christian faith","76.5","69","5278.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","67.7","156","10555.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","67.1","732","49131.52"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","67.4","880","59300.52"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","33.9","34","1153"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","49.5","43","2127"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","42.6","77","3280"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","67.4","880","59300.52"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","69.1","571","39483.77"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","64","16","1024.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","63","212","13346"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","60.3","137","8267.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","66.2","945","62559.52"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","59.2","58","3432.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","63.2","704","44503.51"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","79.9","183","14623.76"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","1.8","12","21"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","44.5","8","355.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","70.5","82","5777.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","!","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","!","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","65.3","769","50189.52"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","77.8","39","3036"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","64.3","52","3345.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","70.8","757","53584.64"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","70.6","959","67732.02"
