"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Qualification_level","Destination","Value","Value_type","Denominator","Numerator"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","No sustained education/employment","10","% of cohort","7700","803"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","No sustained education/employment","7","% of cohort","6294","442"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","No sustained education/employment","20","% of cohort","716","141"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","No sustained education/employment","32","% of cohort","690","220"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","No sustained education/employment","18","% of cohort","562","102"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","No sustained education/employment","25","% of cohort","154","39"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","No sustained education/employment","8","% of cohort","37","3"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","No sustained education/employment","31","% of cohort","305","94"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","No sustained education/employment","33","% of cohort","385","126"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","7","% of cohort","6257","439"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Unknown","5","% of cohort","7700","404"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Unknown","3","% of cohort","6294","213"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Unknown","9","% of cohort","716","62"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Unknown","19","% of cohort","690","129"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Unknown","7","% of cohort","562","38"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Unknown","16","% of cohort","154","24"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Unknown","3","% of cohort","37","1"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Unknown","24","% of cohort","305","73"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Unknown","15","% of cohort","385","56"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","3","% of cohort","6257","212"
"Student destinations after 16 to 18 study","Black - African","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Education or employment","85","% of cohort","16404","13898"
"Student destinations after 16 to 18 study","Black - African","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Education or employment","72","% of cohort","1669","1205"
"Student destinations after 16 to 18 study","Black - African","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Education or employment","50","% of cohort","1308","657"
"Student destinations after 16 to 18 study","Black - African","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Education or employment","90","% of cohort","13427","12036"
"Student destinations after 16 to 18 study","Black - African","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Education or employment","42","% of cohort","607","254"
