"Measure","Time","Time_type","Ethnicity","Industry","SIC","Value","Value_type","Denominator","Numerator","CI"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Mixed","O,P,Q - Public admin, education and health","SIC 07","30.1","%","292300","87900","6.5"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Mixed","R,S,T,U - Other services","SIC 07","7.8","%","292300","22700","7.9"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian","A - Agriculture, forestry and fishing","SIC 07","0.4","%","451000","1800","9.9"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian","B,D,E - Energy and water","SIC 07","0.8","%","451000","3700","7.4"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian","C -Manufacturing","SIC 07","5.5","%","451000","24600","7"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian","F - Construction","SIC 07","2.3","%","451000","10200","7.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian","G,I -Distribution, hotels and restaurants","SIC 07","29.7","%","451000","133700","6.4"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian","H,J -Transport and communication","SIC 07","10.2","%","451000","46200","7.1"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian","K,L,M,N - Banking and finance","SIC 07","14.8","%","451000","67000","7.2"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian","O,P,Q - Public admin, education and health","SIC 07","31.5","%","451000","142100","6.2"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian","R,S,T,U - Other services","SIC 07","4.8","%","451000","21600","7.5"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other","A - Agriculture, forestry and fishing","SIC 07","0.4","%","422900","1700","8.9"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other","B,D,E - Energy and water","SIC 07","2.3","%","422900","9900","7.9"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other","C -Manufacturing","SIC 07","6.6","%","422900","27800","7.2"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other","F - Construction","SIC 07","5.2","%","422900","22000","8.5"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other","G,I -Distribution, hotels and restaurants","SIC 07","25.7","%","422900","108900","6.6"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other","H,J -Transport and communication","SIC 07","10.7","%","422900","45100","7.4"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other","K,L,M,N - Banking and finance","SIC 07","17.6","%","422900","74600","7.3"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other","O,P,Q - Public admin, education and health","SIC 07","25.5","%","422900","107800","6.3"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other","R,S,T,U - Other services","SIC 07","5.9","%","422900","25100","7.5"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Pakistani/ Bangladeshi","A - Agriculture, forestry and fishing","SIC 07","0.1","%","575500","800","6"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Pakistani/ Bangladeshi","B,D,E - Energy and water","SIC 07","1","%","575500","5500","6.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Pakistani/ Bangladeshi","C -Manufacturing","SIC 07","5.5","%","575500","31500","6.3"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Pakistani/ Bangladeshi","F - Construction","SIC 07","3.9","%","575500","22400","7.7"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Pakistani/ Bangladeshi","G,I -Distribution, hotels and restaurants","SIC 07","31.9","%","575500","183500","5.5"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Pakistani/ Bangladeshi","H,J -Transport and communication","SIC 07","17.4","%","575500","100400","5.9"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Pakistani/ Bangladeshi","K,L,M,N - Banking and finance","SIC 07","15.2","%","575500","87200","6.3"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Pakistani/ Bangladeshi","O,P,Q - Public admin, education and health","SIC 07","22.3","%","575500","128200","5.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","Pakistani/ Bangladeshi","R,S,T,U - Other services","SIC 07","2.8","%","575500","16000","6.4"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White","A - Agriculture, forestry and fishing","SIC 07","1.4","%","26951800","364000","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White","B,D,E - Energy and water","SIC 07","1.9","%","26951800","501200","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White","C -Manufacturing","SIC 07","10.2","%","26951800","2749400","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White","F - Construction","SIC 07","7.7","%","26951800","2072900","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White","G,I -Distribution, hotels and restaurants","SIC 07","18","%","26951800","4862000","0.7"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White","H,J -Transport and communication","SIC 07","8.3","%","26951800","2242600","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White","K,L,M,N - Banking and finance","SIC 07","16.7","%","26951800","4494700","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White","O,P,Q - Public admin, education and health","SIC 07","29.9","%","26951800","8071600","0.7"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White","R,S,T,U - Other services","SIC 07","5.9","%","26951800","1593500","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White British","A - Agriculture, forestry and fishing","SIC 07","1.4","%","24428900","335000","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White British","B,D,E - Energy and water","SIC 07","1.9","%","24428900","466400","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White British","C -Manufacturing","SIC 07","10","%","24428900","2436900","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White British","F - Construction","SIC 07","7.7","%","24428900","1876900","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White British","G,I -Distribution, hotels and restaurants","SIC 07","17.9","%","24428900","4365400","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White British","H,J -Transport and communication","SIC 07","8.2","%","24428900","1992800","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White British","K,L,M,N - Banking and finance","SIC 07","16.4","%","24428900","4011000","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White British","O,P,Q - Public admin, education and health","SIC 07","30.7","%","24428900","7493100","0.7"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White British","R,S,T,U - Other services","SIC 07","5.9","%","24428900","1451400","0.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White Other","A - Agriculture, forestry and fishing","SIC 07","1.2","%","2519300","29000","2.8"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White Other","B,D,E - Energy and water","SIC 07","1.4","%","2519300","34600","2.6"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White Other","C -Manufacturing","SIC 07","12.4","%","2519300","312500","2.5"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White Other","F - Construction","SIC 07","7.8","%","2519300","196000","2.9"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White Other","G,I -Distribution, hotels and restaurants","SIC 07","19.7","%","2519300","496500","2.6"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White Other","H,J -Transport and communication","SIC 07","9.9","%","2519300","249400","2.7"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White Other","K,L,M,N - Banking and finance","SIC 07","19.2","%","2519300","482600","2.7"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White Other","O,P,Q - Public admin, education and health","SIC 07","22.9","%","2519300","576500","2.4"
"Proportion of ethnic group who are employed, split by industry","2014","Year","White Other","R,S,T,U - Other services","SIC 07","5.6","%","2519300","142100","2.8"
"Proportion of ethnic group who are employed, split by industry","2015","Year","All","A - Agriculture, forestry and fishing","SIC 07","1.1","%","30943800","355700","0.5"
"Proportion of ethnic group who are employed, split by industry","2015","Year","All","B,D,E - Energy and water","SIC 07","1.7","%","30943800","539000","0.5"
"Proportion of ethnic group who are employed, split by industry","2015","Year","All","C -Manufacturing","SIC 07","9.6","%","30943800","2975500","0.5"
"Proportion of ethnic group who are employed, split by industry","2015","Year","All","F - Construction","SIC 07","7.2","%","30943800","2241300","0.5"
