"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_Type","Geography","Geography_type","ONS_Geography_code","Gender","FSM","Value","Value_Type","Denominator"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Suffolk","Local authority","E10000029","Girls","All Pupils","50","%","2"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Suffolk","Local authority","E10000029","All Pupils","All Pupils","12.2","%","263"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Suffolk","Local authority","E10000029","Boys","All Pupils","6.8","%","133"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Suffolk","Local authority","E10000029","Girls","All Pupils","17.7","%","130"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Suffolk","Local authority","E10000029","All Pupils","All Pupils","12.1","%","6206"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Suffolk","Local authority","E10000029","Boys","All Pupils","9.6","%","3134"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Suffolk","Local authority","E10000029","Girls","All Pupils","14.7","%","3072"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Inner London","Upper Tier Local Authority","E12000007","All Pupils","All Pupils","21.2","%","25466"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","London","Region","E12000007","All Pupils","All Pupils","23.4","%","76224"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Outer London","Upper Tier Local Authority","E12000007","All Pupils","All Pupils","24.5","%","50758"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Outer London","Upper Tier Local Authority","E12000007","Boys","All Pupils","19.7","%","25653"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","London","Region","E12000007","Boys","All Pupils","18.8","%","38223"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Inner London","Upper Tier Local Authority","E12000007","Boys","All Pupils","16.8","%","12570"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","London","Region","E12000007","Girls","All Pupils","28.1","%","38001"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Outer London","Upper Tier Local Authority","E12000007","Girls","All Pupils","29.4","%","25105"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Inner London","Upper Tier Local Authority","E12000007","Girls","All Pupils","25.5","%","12896"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","All Pupils","All Pupils","23.4","%","5508"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","All Pupils","All Pupils","33.4","%","10610"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","All Pupils","All Pupils","30","%","16118"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","Boys","All Pupils","24.4","%","8181"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","Boys","All Pupils","27.3","%","5403"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","Boys","All Pupils","18.9","%","2778"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","Girls","All Pupils","28","%","2730"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","Girls","All Pupils","39.7","%","5207"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","Girls","All Pupils","35.7","%","7937"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","All Pupils","All Pupils","15.2","%","7522"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","All Pupils","All Pupils","17.1","%","8921"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","All Pupils","All Pupils","16.2","%","16443"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","Boys","All Pupils","10.9","%","7985"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","Boys","All Pupils","10.8","%","4343"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","Boys","All Pupils","11.1","%","3642"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","Girls","All Pupils","23","%","4578"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","Girls","All Pupils","21.2","%","8458"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","Girls","All Pupils","19","%","3880"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","All Pupils","All Pupils","43.7","%","158"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","All Pupils","All Pupils","55.4","%","457"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","All Pupils","All Pupils","61.5","%","299"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","Boys","All Pupils","54.3","%","140"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","Boys","All Pupils","47","%","217"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","Boys","All Pupils","33.8","%","77"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","Girls","All Pupils","62.9","%","240"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","Girls","All Pupils","67.9","%","159"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","Girls","All Pupils","53.1","%","81"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","All Pupils","All Pupils","23.1","%","6975"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","All Pupils","All Pupils","22","%","2494"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","All Pupils","All Pupils","23.6","%","4481"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","Boys","All Pupils","18.2","%","3485"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","Boys","All Pupils","18.8","%","2255"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","Boys","All Pupils","17","%","1230"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","Girls","All Pupils","27.9","%","3490"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","Girls","All Pupils","28.5","%","2226"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","Girls","All Pupils","26.9","%","1264"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","All Pupils","All Pupils","22.9","%","22876"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","All Pupils","All Pupils","23.5","%","30140"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","All Pupils","All Pupils","25.3","%","7264"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","Boys","All Pupils","19","%","11610"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","Boys","All Pupils","19.4","%","15187"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","Boys","All Pupils","20.6","%","3577"
