"Measure","Time","Type_type","Ethnicity","Ethnicity_Type","Local Authority","School type","Value","Denominator","Numerator"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Bromley","","9.7","28,647","2,765"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Buckinghamshire","","12.8","24,401","3,130"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Buckinghamshire","","12.1","12,203","1,481"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Buckinghamshire","","8.1","1,958","158"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Buckinghamshire","","2.7","297","8"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Buckinghamshire","","13.6","5,099","691"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Buckinghamshire","","12.8","460","59"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Buckinghamshire","","14.5","905","131"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Buckinghamshire","","10.2","49,449","5,034"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Bury","","12.1","7,186","867"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Bury","","12.1","3,857","465"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Bury","","6.5","681","44"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Bury","","!","113","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Bury","","13.2","1,259","166"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Bury","","11.4","333","38"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Bury","","15.5","239","37"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Bury","","11.8","20,199","2,392"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Calderdale","","10.6","7,867","834"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Calderdale","","10","5,154","513"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Calderdale","","3.8","290","11"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Calderdale","","!","60","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Calderdale","","13.5","1,281","173"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Calderdale","","6.9","145","10"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Calderdale","","17.1","187","32"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Calderdale","","9.8","24,010","2,357"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Cambridgeshire","","10.6","17,353","1,839"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Cambridgeshire","","10.2","2,896","296"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Cambridgeshire","","6.1","930","57"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Cambridgeshire","","1.9","515","10"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Cambridgeshire","","9.7","4,022","390"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Cambridgeshire","","10.7","665","71"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Cambridgeshire","","14.5","1,287","187"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Cambridgeshire","","9.6","65,992","6,338"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Camden","","11.1","13,971","1,546"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Camden","","13.4","3,543","476"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Camden","","9","3,733","337"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Camden","","2.9","138","4"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Camden","","15.1","2,234","337"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Camden","","9.7","1,222","119"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Camden","","12","449","54"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Camden","","12.5","7,132","889"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Central Bedfordshire","","13.6","6,324","857"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Central Bedfordshire","","10.3","895","92"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Central Bedfordshire","","5.8","912","53"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Central Bedfordshire","","2.7","112","3"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Central Bedfordshire","","11.4","2,169","247"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Central Bedfordshire","","14","200","28"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Central Bedfordshire","","20.4","437","89"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Central Bedfordshire","","10.6","31,751","3,365"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Cheshire East","","14.2","5,356","758"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Cheshire East","","9.9","777","77"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Cheshire East","","11.5","218","25"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Cheshire East","","!","147","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Cheshire East","","12.6","1,605","202"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Cheshire East","","11.8","228","27"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Cheshire East","","17.8","517","92"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Cheshire East","","9.9","42,268","4,198"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Cheshire West and Chester","","15.1","3,907","590"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Cheshire West and Chester","","12.7","638","81"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Cheshire West and Chester","","8.8","170","15"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Cheshire West and Chester","","2.1","140","3"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Cheshire West and Chester","","13.2","1,102","146"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Cheshire West and Chester","","4.7","149","7"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Cheshire West and Chester","","22.3","430","96"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Cheshire West and Chester","","11.5","39,980","4,596"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","City of London","","3.8","157","6"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","City of London","","!","73","!"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","City of London","","NA","7","NA"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","City of London","","!","3","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","City of London","","!","30","!"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","City of London","","NA","17","NA"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","City of London","","!","81","!"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Cornwall","","15.9","4,767","756"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Cornwall","","18.2","209","38"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Cornwall","","15.3","59","9"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Cornwall","","8.7","103","9"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Cornwall","","14","1,477","207"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Cornwall","","19","210","40"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Cornwall","","18.4","892","164"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Cornwall","","12.2","61,803","7,510"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Coventry","","10.1","23,670","2,386"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Coventry","","8","9,335","750"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Coventry","","4.7","5,582","260"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Coventry","","3.2","189","6"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Coventry","","16.4","3,208","527"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Coventry","","13.5","827","112"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Coventry","","17","605","103"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Coventry","","14","27,620","3,854"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Croydon","","10.1","34,901","3,521"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Croydon","","8.9","7,422","661"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Croydon","","8.5","14,137","1,201"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Croydon","","1.6","251","4"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Croydon","","13.3","7,392","986"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Croydon","","9.5","1,072","102"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Croydon","","14.9","1,151","172"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Croydon","","12.5","17,610","2,201"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Cumbria","","13.9","3,175","442"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Cumbria","","8.9","393","35"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Cumbria","","8","75","6"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Cumbria","","4.6","131","6"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Cumbria","","10.3","874","90"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Cumbria","","18","167","30"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Cumbria","","19.5","1,367","266"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Cumbria","","10.9","55,084","5,979"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Darlington","","18.6","1,695","315"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Darlington","","12.5","431","54"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Darlington","","5.1","78","4"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Darlington","","NA","35","NA"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Darlington","","13.1","358","47"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Darlington","","8","88","7"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Darlington","","13.2","129","17"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Darlington","","13.4","14,168","1,897"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Derby","","12.9","15,061","1,950"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Derby","","8.1","6,716","545"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Derby","","6.4","1,463","94"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Derby","","3","168","5"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Derby","","16.7","2,743","457"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Derby","","10","663","66"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Derby","","23.1","689","159"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Derby","","14","24,599","3,445"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Derbyshire","","11.8","6,728","792"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Derbyshire","","9.7","1,096","106"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Derbyshire","","8.2","352","29"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Derbyshire","","2.3","263","6"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Derbyshire","","12.1","2,667","323"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Derbyshire","","12.2","229","28"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Derbyshire","","17.2","950","163"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Derbyshire","","10.2","88,861","9,028"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Devon","","11.6","6,722","782"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Devon","","6.9","567","39"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Devon","","6.2","162","10"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Devon","","7.4","190","14"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Devon","","12.7","1,977","252"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Devon","","9.1","674","61"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Devon","","16.6","1,746","289"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Devon","","10.1","82,336","8,330"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Doncaster","","15.9","6,401","1,019"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Doncaster","","10.1","1,241","125"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Doncaster","","5.8","503","29"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Doncaster","","3.8","157","6"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Doncaster","","13.8","1,161","160"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Doncaster","","15.4","409","63"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Doncaster","","21.9","343","75"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Doncaster","","14.6","36,886","5,377"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Dorset","","12.5","3,878","484"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Dorset","","7.7","418","32"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Dorset","","8.2","98","8"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Dorset","","6.1","98","6"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Dorset","","11.7","1,402","164"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Dorset","","9.8","123","12"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Dorset","","17.5","536","94"
