"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","54.1","%","17438","9438"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","58.7","%","6957","4087"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","57.4","%","720","413"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","53.3","%","5227","2784"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","49.6","%","4216","2092"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","All","54.7","%","17252","9437"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Church of England","54.1","%","1553","840"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Hindu","!","%","18","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Jewish","53.8","%","13","7"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","81","%","100","81"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","No religious character","52.9","%","11835","6255"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Other Christian faith","63.2","%","304","192"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","59.7","%","3426","2046"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Sikh","!","%","3","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded special schools","All","0.5","%","186","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","40","%","20","8"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","43.2","%","95","41"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","54.7","%","804","440"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","52.8","%","15740","8306"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","97.6","%","708","691"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","16.8","%","1810","304"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","58.4","%","15628","9134"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","58.4","%","15628","9134"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","7.1","%","379","27"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","19.4","%","1431","277"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","43.4","%","5067","2200"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","58.5","%","12371","7238"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","53.6","%","23240","12458"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","44.4","%","6478","2879"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","57.1","%","16762","9579"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","48.2","%","11552","5571"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","39.7","%","3247","1290"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","51.5","%","8305","4281"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","58.9","%","11688","6887"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","49.2","%","3231","1589"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","62.6","%","8457","5298"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","35.9","%","7142","2561"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","25.9","%","2375","615"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","40.8","%","4767","1946"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","30.9","%","3604","1112"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","22.3","%","1190","265"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","35.1","%","2414","847"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","41","%","3538","1449"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","29.5","%","1185","350"
