"Measure","Ethnicity","Ethnicity_type","Category","Time","Time_type","Value","Value_type","Number"
"Percentage of honours recipients","Black African","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","1.3","%","14"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","1","%","1"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","1.4","%","3"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","1.9","%","8"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","0.7","%","2"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","0.1","%","1"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","1","%","1"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","0.1","%","1"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","2.7","%","1"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","All","Jun-17","Queen's Birthday Honours","9.7","%","103"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","Higher","Jun-17","Queen's Birthday Honours","5.4","%","2"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","CBE","Jun-17","Queen's Birthday Honours","5.1","%","5"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","OBE","Jun-17","Queen's Birthday Honours","11.9","%","25"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","MBE","Jun-17","Queen's Birthday Honours","13.2","%","56"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","BEM","Jun-17","Queen's Birthday Honours","5.1","%","15"
"Percentage of honours recipients","Indian","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","3.2","%","34"
"Percentage of honours recipients","Indian","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","2.7","%","1"
"Percentage of honours recipients","Indian","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","2","%","2"
"Percentage of honours recipients","Indian","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","5.2","%","11"
"Percentage of honours recipients","Indian","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","3.8","%","16"
"Percentage of honours recipients","Indian","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","1.4","%","4"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","All","Jun-17","Queen's Birthday Honours","0.9","%","10"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","CBE","Jun-17","Queen's Birthday Honours","1","%","1"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","OBE","Jun-17","Queen's Birthday Honours","1","%","2"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","MBE","Jun-17","Queen's Birthday Honours","1.2","%","5"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","BEM","Jun-17","Queen's Birthday Honours","0.7","%","2"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","0.1","%","1"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","0.2","%","1"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","0.2","%","2"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","0.2","%","1"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","0.5","%","5"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","1","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","0.5","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","0.7","%","3"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","0.2","%","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","0.5","%","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","1.4","%","15"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","1","%","2"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","2.1","%","9"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","1.4","%","4"
"Percentage of honours recipients","Unknown","Unknown","All","Jun-17","Queen's Birthday Honours","NA","%","41"
"Percentage of honours recipients","Unknown","Unknown","Higher","Jun-17","Queen's Birthday Honours","NA","%","8"
"Percentage of honours recipients","Unknown","Unknown","CBE","Jun-17","Queen's Birthday Honours","NA","%","0"
"Percentage of honours recipients","Unknown","Unknown","OBE","Jun-17","Queen's Birthday Honours","NA","%","11"
"Percentage of honours recipients","Unknown","Unknown","MBE","Jun-17","Queen's Birthday Honours","NA","%","14"
"Percentage of honours recipients","Unknown","Unknown","BEM","Jun-17","Queen's Birthday Honours","NA","%","8"
"Percentage of honours recipients","White","ONS 2001 5+1","All","Jun-17","Queen's Birthday Honours","90.3","%","961"
"Percentage of honours recipients","White","ONS 2001 5+1","Higher","Jun-17","Queen's Birthday Honours","94.6","%","35"
"Percentage of honours recipients","White","ONS 2001 5+1","CBE","Jun-17","Queen's Birthday Honours","94.9","%","94"
"Percentage of honours recipients","White","ONS 2001 5+1","OBE","Jun-17","Queen's Birthday Honours","88.1","%","185"
"Percentage of honours recipients","White","ONS 2001 5+1","MBE","Jun-17","Queen's Birthday Honours","86.8","%","367"
"Percentage of honours recipients","White","ONS 2001 5+1","BEM","Jun-17","Queen's Birthday Honours","94.9","%","280"
"Percentage of honours recipients","White","White/Ethnic Minorities","All","Jun-17","Queen's Birthday Honours","90.3","%","961"
"Percentage of honours recipients","White","White/Ethnic Minorities","Higher","Jun-17","Queen's Birthday Honours","94.6","%","35"
"Percentage of honours recipients","White","White/Ethnic Minorities","CBE","Jun-17","Queen's Birthday Honours","94.9","%","94"
"Percentage of honours recipients","White","White/Ethnic Minorities","OBE","Jun-17","Queen's Birthday Honours","88.1","%","185"
"Percentage of honours recipients","White","White/Ethnic Minorities","MBE","Jun-17","Queen's Birthday Honours","86.8","%","367"
"Percentage of honours recipients","White","White/Ethnic Minorities","BEM","Jun-17","Queen's Birthday Honours","94.9","%","280"
"Percentage of honours recipients","White British","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","88.7","%","944"
"Percentage of honours recipients","White British","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","89.2","%","33"
"Percentage of honours recipients","White British","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","93.9","%","93"
"Percentage of honours recipients","White British","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","85.7","%","180"
"Percentage of honours recipients","White British","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","85.8","%","363"
"Percentage of honours recipients","White British","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","93.2","%","275"
"Percentage of honours recipients","White Other","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","1.6","%","17"
"Percentage of honours recipients","White Other","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","5.4","%","2"
"Percentage of honours recipients","White Other","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","1","%","1"
"Percentage of honours recipients","White Other","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","2.4","%","5"
"Percentage of honours recipients","White Other","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","0.9","%","4"
"Percentage of honours recipients","White Other","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","1.7","%","5"
"Percentage of honours recipients","All Excluding Unknown","All","All","Dec-16","New Years Honours","100","%","1072"
"Percentage of honours recipients","All Excluding Unknown","All","Higher","Dec-16","New Years Honours","100","%","37"
"Percentage of honours recipients","All Excluding Unknown","All","CBE","Dec-16","New Years Honours","100","%","96"
"Percentage of honours recipients","All Excluding Unknown","All","OBE","Dec-16","New Years Honours","100","%","193"
"Percentage of honours recipients","All Excluding Unknown","All","MBE","Dec-16","New Years Honours","100","%","442"
"Percentage of honours recipients","All Excluding Unknown","All","BEM","Dec-16","New Years Honours","100","%","304"
"Percentage of honours recipients","All Including Unknown","All","All","Dec-16","New Years Honours","NA","%","1168"
"Percentage of honours recipients","All Including Unknown","All","Higher","Dec-16","New Years Honours","NA","%","54"
"Percentage of honours recipients","All Including Unknown","All","CBE","Dec-16","New Years Honours","NA","%","96"
"Percentage of honours recipients","All Including Unknown","All","OBE","Dec-16","New Years Honours","NA","%","211"
"Percentage of honours recipients","All Including Unknown","All","MBE","Dec-16","New Years Honours","NA","%","489"
"Percentage of honours recipients","All Including Unknown","All","BEM","Dec-16","New Years Honours","NA","%","318"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","All","Dec-16","New Years Honours","0.3","%","3"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","Higher","Dec-16","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","CBE","Dec-16","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","OBE","Dec-16","New Years Honours","0.5","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","MBE","Dec-16","New Years Honours","0.5","%","2"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","BEM","Dec-16","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","All","Dec-16","New Years Honours","0.3","%","3"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","Higher","Dec-16","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","CBE","Dec-16","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","OBE","Dec-16","New Years Honours","0.5","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","MBE","Dec-16","New Years Honours","0.5","%","2"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","BEM","Dec-16","New Years Honours","0","%","0"
"Percentage of honours recipients","Asian","ONS 2001 5+1","All","Dec-16","New Years Honours","5.7","%","61"
"Percentage of honours recipients","Asian","ONS 2001 5+1","Higher","Dec-16","New Years Honours","2.7","%","1"
"Percentage of honours recipients","Asian","ONS 2001 5+1","CBE","Dec-16","New Years Honours","6.3","%","6"
"Percentage of honours recipients","Asian","ONS 2001 5+1","OBE","Dec-16","New Years Honours","4.7","%","9"
