"Measure","Measure_type","Ethnicity","Ethnicity_type","Time","Time_Type","Region","Value","Value_Type","confidence_interval","Numerator","denominator","samp_size"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2021","year","North East","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2021","year","North West","26","%","16.4","8100","31600","68"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2021","year","Scotland","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2021","year","South East","28","%","16.4","8800","31200","72"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2021","year","South West","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2021","year","Wales","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2021","year","West Midlands","32","%","17.2","16900","53100","70"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2021","year","Yorkshire and The Humber","40","%","23.7","13300","32900","41"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","All","28","%","2.6","307700","1086500","2812"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","East Midlands","29","%","11.6","24200","82300","148"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","East of England","25","%","9.3","25400","99600","211"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","London","25","%","8.9","35400","142100","228"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","North East","38","%","9.3","26100","68200","261"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","North West","29","%","7.8","38100","131600","324"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","Scotland","33","%","8.5","31600","97200","293"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","South East","22","%","6.8","33100","147900","358"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","South West","30","%","9","24500","82800","246"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","Wales","37","%","8.4","20500","55400","315"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","West Midlands","32","%","9.9","29400","92200","214"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","Yorkshire and The Humber","22","%","8.8","19500","87100","214"
"3-12 months","Length of time spent in unemployment","All","All","2004","year","All","31","%","0.9","432200","1379000","10603"
"3-12 months","Length of time spent in unemployment","All","All","2004","year","East Midlands","30","%","3.2","27000","91200","791"
"3-12 months","Length of time spent in unemployment","All","All","2004","year","East of England","31","%","3.1","31900","103600","854"
"3-12 months","Length of time spent in unemployment","All","All","2004","year","London","36","%","3","98900","273100","1005"
"3-12 months","Length of time spent in unemployment","All","All","2004","year","North East","30","%","3.1","20800","69000","852"
"3-12 months","Length of time spent in unemployment","All","All","2004","year","North West","32","%","2.6","49200","152900","1244"
"3-12 months","Length of time spent in unemployment","All","All","2004","year","Scotland","31","%","2.5","42700","137100","1293"
"3-12 months","Length of time spent in unemployment","All","All","2004","year","South East","29","%","2.5","46100","156700","1260"
"3-12 months","Length of time spent in unemployment","All","All","2004","year","South West","30","%","3.2","25300","85200","805"
"3-12 months","Length of time spent in unemployment","All","All","2004","year","Wales","27","%","2.9","17600","65300","926"
"3-12 months","Length of time spent in unemployment","All","All","2004","year","West Midlands","31","%","3","41600","133900","888"
"3-12 months","Length of time spent in unemployment","All","All","2004","year","Yorkshire and The Humber","28","%","3.4","31200","111100","685"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2004","year","All","35","%","4.3","85500","243300","1192"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2004","year","East Midlands","31","%","15.9","3600","11800","81"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2004","year","East of England","41","%","17","4000","9900","80"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2004","year","London","38","%","7.2","46400","121800","437"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2004","year","North East","23","%","23.7","600","2800","30"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2004","year","North West","43","%","14.5","7100","16400","111"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2004","year","Scotland","29","%","25.2","1400","4700","31"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2004","year","South East","26","%","11.5","4300","16700","139"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2004","year","South West","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2004","year","Wales","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2004","year","West Midlands","32","%","11.5","11200","35300","157"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2004","year","Yorkshire and The Humber","30","%","16.6","5100","17100","73"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","All","31","%","1.5","346500","1133500","9398"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","East Midlands","29","%","5.3","23200","79200","708"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","East of England","30","%","5.1","27800","93600","774"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","London","35","%","6.2","52500","150500","566"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","North East","31","%","5","20200","66200","822"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","North West","31","%","4.2","42100","136500","1133"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","Scotland","31","%","4","41400","132200","1260"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","South East","30","%","4.2","41800","139700","1118"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","South West","30","%","5.1","24200","81700","780"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","Wales","27","%","4.6","16800","61600","895"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","West Midlands","31","%","5.3","30400","98400","730"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","Yorkshire and The Humber","28","%","5.6","26100","94000","612"
"3-12 months","Length of time spent in unemployment","All","All","2005","year","All","32","%","0.9","462900","1442700","10459"
"3-12 months","Length of time spent in unemployment","All","All","2005","year","East Midlands","34","%","3.3","35200","102700","816"
"3-12 months","Length of time spent in unemployment","All","All","2005","year","East of England","31","%","3","34900","113700","906"
"3-12 months","Length of time spent in unemployment","All","All","2005","year","London","33","%","3","89900","276300","956"
"3-12 months","Length of time spent in unemployment","All","All","2005","year","North East","34","%","3.3","23100","68100","768"
