"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","414280","22735"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","7465","390"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","2","% of cohort","13255","250"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","25","% of cohort","125","30"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","20665","1065"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","1855","105"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","2320","130"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","7895","230"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","8035","345"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","4555","240"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","2120","30"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","5405","345"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","7455","460"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","7435","325"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","3015","140"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","7210","585"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","16020","555"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","8","% of cohort","920","70"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","18240","825"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","8","% of cohort","125","10"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","20665","535"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","414280","2285"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7465","70"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","13255","120"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","1855","25"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2320","20"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","8035","100"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","4555","30"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","7895","125"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2120","30"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","5405","85"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7455","70"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","7435","190"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","3015","35"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7210","65"
