"Measure","Time","Ethnicity of household reference person","Ethnicity_type","Geography","Value","Value-type","Denominator"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","White British","ONS 5+2","K02000001","1","%","58441"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","White other","ONS 5+2","K02000001","1","%","3178"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","Mixed","ONS 5+2","K02000001","2","%","657"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","Asian","ONS 5+2","K02000001","2","%","3310"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","Indian","ONS 5+2","K02000001","1","%","1278"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","3","%","906"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","2","%","374"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","Chinese","ONS 5+2","K02000001","-","%","282"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","Asian other","ONS 5+2","K02000001","3","%","470"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","Black","ONS 5+2","K02000001","4","%","1656"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","Other","ONS 5+2","K02000001","2","%","613"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","All","ONS 5+2","K02000001","18","%","67855"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","White","ONS 5+2","K02000001","17","%","61619"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","White British","ONS 5+2","K02000001","18","%","58441"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","White other","ONS 5+2","K02000001","12","%","3178"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","Mixed","ONS 5+2","K02000001","22","%","657"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","Asian","ONS 5+2","K02000001","16","%","3310"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","Indian","ONS 5+2","K02000001","9","%","1278"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","21","%","906"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","32","%","374"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","Chinese","ONS 5+2","K02000001","9","%","282"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","Asian other","ONS 5+2","K02000001","20","%","470"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","Black","ONS 5+2","K02000001","29","%","1656"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","Other","ONS 5+2","K02000001","21","%","613"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","All","ONS 5+2","K02000001","51","%","67855"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","White","ONS 5+2","K02000001","52","%","61619"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","White British","ONS 5+2","K02000001","54","%","58441"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","White other","ONS 5+2","K02000001","35","%","3178"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","Mixed","ONS 5+2","K02000001","39","%","657"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","Asian","ONS 5+2","K02000001","42","%","3310"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","Indian","ONS 5+2","K02000001","41","%","1278"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","46","%","906"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","49","%","374"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","Chinese","ONS 5+2","K02000001","29","%","282"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","Asian other","ONS 5+2","K02000001","40","%","470"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","Black","ONS 5+2","K02000001","45","%","1656"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","Other","ONS 5+2","K02000001","37","%","613"
"Pension Credit by ethnic group of head","2015/16-2017/18","All","ONS 5+2","K02000001","4","%","67855"
"Pension Credit by ethnic group of head","2015/16-2017/18","White","ONS 5+2","K02000001","4","%","61619"
"Pension Credit by ethnic group of head","2015/16-2017/18","White British","ONS 5+2","K02000001","4","%","58441"
"Pension Credit by ethnic group of head","2015/16-2017/18","White other","ONS 5+2","K02000001","2","%","3178"
"Pension Credit by ethnic group of head","2015/16-2017/18","Mixed","ONS 5+2","K02000001","1","%","657"
"Pension Credit by ethnic group of head","2015/16-2017/18","Asian","ONS 5+2","K02000001","3","%","3310"
"Pension Credit by ethnic group of head","2015/16-2017/18","Indian","ONS 5+2","K02000001","3","%","1278"
"Pension Credit by ethnic group of head","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","3","%","906"
"Pension Credit by ethnic group of head","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","3","%","374"
"Pension Credit by ethnic group of head","2015/16-2017/18","Chinese","ONS 5+2","K02000001","2","%","282"
"Pension Credit by ethnic group of head","2015/16-2017/18","Asian other","ONS 5+2","K02000001","2","%","470"
"Pension Credit by ethnic group of head","2015/16-2017/18","Black","ONS 5+2","K02000001","3","%","1656"
"Pension Credit by ethnic group of head","2015/16-2017/18","Other","ONS 5+2","K02000001","1","%","613"
"State Pension by ethnic group of head","2015/16-2017/18","All","ONS 5+2","K02000001","25","%","67855"
"State Pension by ethnic group of head","2015/16-2017/18","White","ONS 5+2","K02000001","27","%","61619"
"State Pension by ethnic group of head","2015/16-2017/18","White British","ONS 5+2","K02000001","28","%","58441"
"State Pension by ethnic group of head","2015/16-2017/18","White other","ONS 5+2","K02000001","9","%","3178"
"State Pension by ethnic group of head","2015/16-2017/18","Mixed","ONS 5+2","K02000001","7","%","657"
"State Pension by ethnic group of head","2015/16-2017/18","Asian","ONS 5+2","K02000001","9","%","3310"
"State Pension by ethnic group of head","2015/16-2017/18","Indian","ONS 5+2","K02000001","11","%","1278"
"State Pension by ethnic group of head","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","6","%","906"
"State Pension by ethnic group of head","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","10","%","374"
"State Pension by ethnic group of head","2015/16-2017/18","Chinese","ONS 5+2","K02000001","7","%","282"
"State Pension by ethnic group of head","2015/16-2017/18","Asian other","ONS 5+2","K02000001","8","%","470"
"State Pension by ethnic group of head","2015/16-2017/18","Black","ONS 5+2","K02000001","11","%","1656"
"State Pension by ethnic group of head","2015/16-2017/18","Other","ONS 5+2","K02000001","8","%","613"
"Universal Credit by ethnic group of head","2015/16-2017/18","All","ONS 5+2","K02000001","x","%","67855"
"Universal Credit by ethnic group of head","2015/16-2017/18","White","ONS 5+2","K02000001","x","%","61619"
"Universal Credit by ethnic group of head","2015/16-2017/18","White British","ONS 5+2","K02000001","x","%","58441"
"Universal Credit by ethnic group of head","2015/16-2017/18","White other","ONS 5+2","K02000001","x","%","3178"
"Universal Credit by ethnic group of head","2015/16-2017/18","Mixed","ONS 5+2","K02000001","x","%","657"
"Universal Credit by ethnic group of head","2015/16-2017/18","Asian","ONS 5+2","K02000001","x","%","3310"
"Universal Credit by ethnic group of head","2015/16-2017/18","Indian","ONS 5+2","K02000001","x","%","1278"
"Universal Credit by ethnic group of head","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","x","%","906"
"Universal Credit by ethnic group of head","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","x","%","374"
"Universal Credit by ethnic group of head","2015/16-2017/18","Chinese","ONS 5+2","K02000001","x","%","282"
"Universal Credit by ethnic group of head","2015/16-2017/18","Asian other","ONS 5+2","K02000001","x","%","470"
"Universal Credit by ethnic group of head","2015/16-2017/18","Black","ONS 5+2","K02000001","x","%","1656"
"Universal Credit by ethnic group of head","2015/16-2017/18","Other","ONS 5+2","K02000001","x","%","613"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","All","ONS 5+2","K02000001","5","%","67855"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","White","ONS 5+2","K02000001","4","%","61619"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","White British","ONS 5+2","K02000001","4","%","58441"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","White other","ONS 5+2","K02000001","6","%","3178"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Mixed","ONS 5+2","K02000001","8","%","657"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Asian","ONS 5+2","K02000001","9","%","3310"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Indian","ONS 5+2","K02000001","4","%","1278"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","14","%","906"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","16","%","374"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Chinese","ONS 5+2","K02000001","4","%","282"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Asian other","ONS 5+2","K02000001","9","%","470"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Black","ONS 5+2","K02000001","8","%","1656"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Other","ONS 5+2","K02000001","9","%","613"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","All","ONS 5+2","K02000001","53","%","67735"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","White","ONS 5+2","K02000001","54","%","61334"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","White British","ONS 5+2","K02000001","55","%","58015"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","White other","ONS 5+2","K02000001","36","%","3319"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Mixed","ONS 5+2","K02000001","42","%","687"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Asian","ONS 5+2","K02000001","44","%","3452"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Indian","ONS 5+2","K02000001","40","%","1343"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Pakistani","ONS 5+2","K02000001","50","%","926"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Bangladeshi","ONS 5+2","K02000001","49","%","419"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Chinese","ONS 5+2","K02000001","31","%","281"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Asian other","ONS 5+2","K02000001","46","%","483"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Black","ONS 5+2","K02000001","53","%","1600"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Other","ONS 5+2","K02000001","39","%","662"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","All","ONS 5+2","K02000001","53","%","67735"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","White","ONS 5+2","K02000001","54","%","61334"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","White British","ONS 5+2","K02000001","56","%","58015"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","White other","ONS 5+2","K02000001","36","%","3319"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Mixed","ONS 5+2","K02000001","42","%","687"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Asian","ONS 5+2","K02000001","45","%","3452"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Indian","ONS 5+2","K02000001","41","%","1343"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Pakistani","ONS 5+2","K02000001","51","%","926"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Bangladeshi","ONS 5+2","K02000001","49","%","419"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Chinese","ONS 5+2","K02000001","31","%","281"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Asian other","ONS 5+2","K02000001","47","%","483"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Black","ONS 5+2","K02000001","53","%","1600"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Other","ONS 5+2","K02000001","40","%","662"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","All","ONS 5+2","K02000001","9","%","67735"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","White","ONS 5+2","K02000001","8","%","61334"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","White British","ONS 5+2","K02000001","8","%","58015"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","White other","ONS 5+2","K02000001","9","%","3319"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Mixed","ONS 5+2","K02000001","13","%","687"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Asian","ONS 5+2","K02000001","15","%","3452"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Indian","ONS 5+2","K02000001","7","%","1343"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Pakistani","ONS 5+2","K02000001","23","%","926"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Bangladeshi","ONS 5+2","K02000001","25","%","419"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Chinese","ONS 5+2","K02000001","6","%","281"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Asian other","ONS 5+2","K02000001","16","%","483"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Black","ONS 5+2","K02000001","16","%","1600"
