"Measure","Year","NHS_trust","NHS_trust_code","Ethnicity","Ethnicity_type","Geography","Geography_type","NHS_trust_type","Value","Value_type","Numerator","Denominator",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Sherwood Forest Hospitals NHS Foundation Trust","RK5","Other","White & Other","Midlands","Grouped region","Acute trust","8","%","14","167",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Plymouth Hospitals NHS Trust","RK9","White","White & Other","South","Grouped region","Acute trust","7","%","233","3478",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Plymouth Hospitals NHS Trust","RK9","Other","White & Other","South","Grouped region","Acute trust","15","%","32","213",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","University Hospitals Coventry And Warwickshire NHS Trust","RKB","White","White & Other","Midlands","Grouped region","Acute trust","6","%","150","2384",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","University Hospitals Coventry And Warwickshire NHS Trust","RKB","Other","White & Other","Midlands","Grouped region","Acute trust","13","%","85","644",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Whittington Health NHS Trust","RKE","White","White & Other","London","Grouped region","Acute trust","8","%","76","930",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Whittington Health NHS Trust","RKE","Other","White & Other","London","Grouped region","Acute trust","17","%","105","613",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","West London Mental Health NHS Trust","RKL","White","White & Other","London","Grouped region","Mental health trust","12","%","87","750",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","West London Mental Health NHS Trust","RKL","Other","White & Other","London","Grouped region","Mental health trust","13","%","72","548",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","RL1","White","White & Other","Midlands","Grouped region","Acute trust","6","%","35","543",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","RL1","Other","White & Other","Midlands","Grouped region","Acute trust","22","%","4","18",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","The Royal Wolverhampton NHS Trust","RL4","White","White & Other","Midlands","Grouped region","Acute trust","7","%","166","2501",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","The Royal Wolverhampton NHS Trust","RL4","Other","White & Other","Midlands","Grouped region","Acute trust","13","%","79","617",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","City Hospitals Sunderland NHS Foundation Trust","RLN","White","White & Other","North","Grouped region","Acute trust","6","%","95","1633",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","City Hospitals Sunderland NHS Foundation Trust","RLN","Other","White & Other","North","Grouped region","Acute trust","19","%","35","183",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Wye Valley NHS Trust","RLQ","White","White & Other","Midlands","Grouped region","Acute trust","8","%","103","1347",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Wye Valley NHS Trust","RLQ","Other","White & Other","Midlands","Grouped region","Acute trust","16","%","13","79",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","George Eliot Hospital NHS Trust","RLT","White","White & Other","Midlands","Grouped region","Acute trust","6","%","44","764",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","George Eliot Hospital NHS Trust","RLT","Other","White & Other","Midlands","Grouped region","Acute trust","12","%","14","114",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","North Staffordshire Combined Healthcare NHS Trust","RLY","White","White & Other","Midlands","Grouped region","Mental health trust","7","%","44","654",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","North Staffordshire Combined Healthcare NHS Trust","RLY","Other","White & Other","Midlands","Grouped region","Mental health trust","21","%","6","29",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Norfolk and Norwich University Hospitals NHS Foundation Trust","RM1","White","White & Other","Midlands","Grouped region","Acute trust","8","%","239","3112",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Norfolk and Norwich University Hospitals NHS Foundation Trust","RM1","Other","White & Other","Midlands","Grouped region","Acute trust","15","%","44","295",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","University Hospital of South Manchester NHS Foundation Trust","RM2","White","White & Other","North","Grouped region","Acute trust","7","%","113","1664",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","University Hospital of South Manchester NHS Foundation Trust","RM2","Other","White & Other","North","Grouped region","Acute trust","18","%","44","241",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Salford Royal NHS Foundation Trust","RM3","White","White & Other","North","Grouped region","Acute trust","7","%","181","2663",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Salford Royal NHS Foundation Trust","RM3","Other","White & Other","North","Grouped region","Acute trust","21","%","56","267",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Bolton NHS Foundation Trust","RMC","White","White & Other","North","Grouped region","Acute trust","5","%","21","464",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Bolton NHS Foundation Trust","RMC","Other","White & Other","North","Grouped region","Acute trust","20","%","11","55",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Tameside and Glossop Integrated Care NHS Foundation Trust","RMP","White","White & Other","North","Grouped region","Acute trust","5","%","23","428",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Tameside and Glossop Integrated Care NHS Foundation Trust","RMP","Other","White & Other","North","Grouped region","Acute trust","21","%","12","57",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Norfolk and Suffolk NHS Foundation Trust","RMY","White","White & Other","Midlands","Grouped region","Mental health trust","10","%","188","1836",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Norfolk and Suffolk NHS Foundation Trust","RMY","Other","White & Other","Midlands","Grouped region","Mental health trust","19","%","27","141",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Great Western Hospitals NHS Foundation Trust","RN3","White","White & Other","South","Grouped region","Acute trust","6","%","124","2126",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Great Western Hospitals NHS Foundation Trust","RN3","Other","White & Other","South","Grouped region","Acute trust","11","%","21","185",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Hampshire Hospitals NHS Foundation Trust","RN5","White","White & Other","South","Grouped region","Acute trust","7","%","132","2021",""
