"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Note"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","10","7,801",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","10","7,257",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","6","544",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","11","170",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","25","1,394",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","23","580",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","32","112",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","7","22,262",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","7","18,120",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","7","17,058",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","5","1,062",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","8","261",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","14","2,010",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","15","775",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","15","137",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","12","8,002",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","12","7,387",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","12","7,063",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","17","324",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","42","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","15","218",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","12","135",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","26","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","17","40,723",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","33,308",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","31,378",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","15","1,930",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","18","473",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","27","3,622",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","27","1,490",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","29","275",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","21","10,459",""
