"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender type","Age","Age Bracket Type","Highest qualification held","Qualification_type","Value_type","Value","Numerator","Denominator","lower 95%","upper 95%"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","1.70%","696","39999","-1.80%","5.30%"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","6.00%","17987.5","299844","3.70%","8.30%"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","2.90%","86569.5","2952307","2.60%","3.20%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","3.00%","87335","2918092","2.70%","3.30%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","6.20%","2633","42499","0%","12.40%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","8.00%","10157.5","127192","4.20%","11.80%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","6.40%","4724","74094","1.60%","11.20%"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","3.80%","1089","28936","-2%","9.50%"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","6.80%","18603.5","272721","4.30%","9.30%"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","3.30%","106480.5","3193807","3%","3.60%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","3.90%","71522","1838983","3.50%","4.30%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","7.40%","7769","105612","3.30%","11.40%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","7.60%","3993","52267","1.60%","13.70%"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","6.80%","13985","204922","4%","9.60%"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","4.20%","85507","2044768","3.80%","4.60%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","2.90%","24241","826217","2.40%","3.50%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","3.30%","5057","153708","1.10%","5.50%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","6.60%","3885","59267","1.30%","11.80%"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","3.30%","2381","71078","-0.10%","6.80%"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","4.10%","11965","293487","2.30%","5.90%"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","3.20%","36206","1120598","2.70%","3.70%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","3.50%","41513","1185238","3%","4%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","3.30%","5820","174377","1.30%","5.40%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","5.50%","2933","53378","0.60%","10.40%"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","1.90%","1012","54649","-1%","4.70%"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","3.60%","10844","298355","2%","5.30%"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","3.50%","52357","1483593","3.10%","4%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","1.90%","718","37429","-0.20%","4.10%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
