"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","2120","20"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","4975","75"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","5130","245"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","1965","45"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","85","5"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","3885","195"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","10970","305"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","4860","160"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","5740","100"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black - African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","11745","180"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","16","% of cohort","12015","1940"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - British","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","25","% of cohort","262430","65440"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","14065","425"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","11745","1010"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","16","% of cohort","20","5"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","16","% of cohort","1430","225"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","16","% of cohort","3105","495"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","5285","455"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","6","% of cohort","2120","120"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","4975","465"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","20","% of cohort","1365","275"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","22","% of cohort","85","20"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","15","% of cohort","5130","785"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","11","% of cohort","1965","220"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","10","% of cohort","5740","550"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black - African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","7","% of cohort","11745","835"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","8","% of cohort","10970","930"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","15","% of cohort","4860","750"
